state,district,period_id,year,quarter,transactions,value_inr,registered_users,registered_merchants
haryana,,8098,2024,3,797331124,927213659244.7268,18729218,1436920
haryana,,8099,2024,4,844101306,1035939449839.3926,19313789,1480933
haryana,,8100,2025,1,857633744,1042384562755.8115,19907909,1522080
haryana,,8101,2025,2,941499109,1093601683082.2201,20473762,1559622
haryana,,8102,2025,3,1011816347,1098443930838.6355,21056009,1596852
haryana,,8103,2025,4,1025189236,1197344182785.4304,21615414,1643434
haryana,,8104,2026,1,1030869286,1183521834050.4062,22159437,1672054
haryana,,8105,2026,2,1130714938,1263508678455.987,22839223,1706826
himachal pradesh,,8072,2018,1,532148,653574896.6591835,232961,
himachal pradesh,,8073,2018,2,752625,1221455463.8391795,321663,2
himachal pradesh,,8074,2018,3,983069,1754538049.2417238,411528,1
himachal pradesh,,8075,2018,4,1486465,2782592809.741012,536663,17
himachal pradesh,,8076,2019,1,2315161,3423445243.3702383,664582,358
himachal pradesh,,8077,2019,2,2594858,4771816578.540387,782863,3990
himachal pradesh,,8078,2019,3,2800215,5428453807.341392,895546,7828
himachal pradesh,,8079,2019,4,3593015,6985396691.332533,1005852,11892
himachal pradesh,,8080,2020,1,4235511,7195985019.600036,1132310,14466
himachal pradesh,,8081,2020,2,4848448,7841832501.0697975,1275538,15575
himachal pradesh,,8082,2020,3,5877958,10905705832.23328,1408247,18895
himachal pradesh,,8083,2020,4,7648490,14312857828.542429,1534598,24496
himachal pradesh,,8084,2021,1,8416756,15284058641.692795,1638990,31399
himachal pradesh,,8085,2021,2,10673405,18003833831.481735,1741024,38403
himachal pradesh,,8086,2021,3,12997641,22459107257.73033,1846491,50357
himachal pradesh,,8087,2021,4,13750261,23742042055.622837,1950122,63178
himachal pradesh,,8088,2022,1,16563694,26739954514.571903,2050007,75280
himachal pradesh,,8089,2022,2,22234130,33881003865.982437,2145736,86078
himachal pradesh,,8090,2022,3,24383236,35641730907.87379,2243636,94578
himachal pradesh,,8091,2022,4,27607097,38681552816.71495,2334678,103146
himachal pradesh,,8092,2023,1,28591197,38288728154.99783,2420834,105878
himachal pradesh,,8093,2023,2,36965811,47592612549.69776,2502650,109661
himachal pradesh,,8094,2023,3,34725152,42559427469.09868,2584543,113340
himachal pradesh,,8095,2023,4,40615274,49155662459.05554,2677484,116857
himachal pradesh,,8096,2024,1,40811785,48667221254.53458,2783894,120041
himachal pradesh,,8097,2024,2,54506909,60644407062.34276,2904980,126235
himachal pradesh,,8098,2024,3,50250250,56752036636.12981,3013084,130210
himachal pradesh,,8099,2024,4,54095801,63783710820.24858,3099424,133259
himachal pradesh,,8100,2025,1,57676428,63527597457.03926,3187150,136228
himachal pradesh,,8101,2025,2,63902910,68743474561.78065,3270465,139315
himachal pradesh,,8102,2025,3,60321591,63475574844.56685,3355425,142979
himachal pradesh,,8103,2025,4,62902497,71816498201.72183,3444065,147497
himachal pradesh,,8104,2026,1,62733321,69091806359.40977,3529338,150358
himachal pradesh,,8105,2026,2,74853009,82068147069.82556,3592809,154191
jammu & kashmir,,8072,2018,1,656163,592623090.2033798,256997,2
jammu & kashmir,,8073,2018,2,1086777,1213266618.9379668,380192,2
jammu & kashmir,,8074,2018,3,1277209,2141341083.7828207,476825,8
jammu & kashmir,,8075,2018,4,1268516,3101815416.7378845,601895,21
jammu & kashmir,,8076,2019,1,1828165,3498272585.7855463,740329,1545
jammu & kashmir,,8077,2019,2,2119162,5403213176.7618475,864680,5604
jammu & kashmir,,8078,2019,3,947784,3026506976.758377,911309,6323
jammu & kashmir,,8079,2019,4,272081,1153430776.5641694,934260,6435
jammu & kashmir,,8080,2020,1,852425,2717731573.0984516,1010260,6711
jammu & kashmir,,8081,2020,2,2478234,7385817104.091432,1132400,7274
jammu & kashmir,,8082,2020,3,3263787,10448451928.001057,1249897,13647
jammu & kashmir,,8083,2020,4,5697218,13861828201.924194,1396218,21742
jammu & kashmir,,8084,2021,1,6819001,14689457308.71754,1549842,37358
jammu & kashmir,,8085,2021,2,9759120,19030309332.015205,1701193,45615
jammu & kashmir,,8086,2021,3,12146768,25141751151.745125,1855715,60539
jammu & kashmir,,8087,2021,4,13451800,27038608302.84806,2040417,89313
jammu & kashmir,,8088,2022,1,16932419,31916535500.418865,2232542,122511
jammu & kashmir,,8089,2022,2,24566238,43852978538.412926,2422700,147683
jammu & kashmir,,8090,2022,3,30956037,52238599727.460464,2603073,167970
jammu & kashmir,,8091,2022,4,37429141,54950573837.60637,2801460,191336
jammu & kashmir,,8092,2023,1,42238384,56989379844.37264,2995581,211380
jammu & kashmir,,8093,2023,2,59065448,77930824657.73734,3178196,227949
jammu & kashmir,,8094,2023,3,67501820,87600579308.04288,3356452,242043
jammu & kashmir,,8095,2023,4,73674593,94888368455.39261,3588585,250758
jammu & kashmir,,8096,2024,1,77789259,94972171992.32114,3840608,264241
jammu & kashmir,,8097,2024,2,112089466,130230163165.34396,4103216,276715
jammu & kashmir,,8098,2024,3,121217339,144846888446.57068,4334950,287841
jammu & kashmir,,8099,2024,4,127341972,160964790491.79785,4516651,298282
jammu & kashmir,,8100,2025,1,132457102,150194823534.5383,4699442,309405
jammu & kashmir,,8101,2025,2,155749073,166352644525.11493,4865971,321443
jammu & kashmir,,8102,2025,3,163198940,177365135331.55194,5026228,333554
jammu & kashmir,,8103,2025,4,161467965,188185882406.2973,5205677,348390
jammu & kashmir,,8104,2026,1,154466958,172634617938.55566,5380456,355982
jammu & kashmir,,8105,2026,2,187742125,203028380125.5166,5645686,365134
jharkhand,,8072,2018,1,2678000,2859566816.5828524,880343,
jharkhand,,8073,2018,2,3756004,5562125948.332726,1238359,
jharkhand,,8074,2018,3,9200318,9973432389.379925,1545612,16
jharkhand,,8075,2018,4,7195365,11735730521.996979,1954512,227
jharkhand,,8076,2019,1,10723720,15422660565.0615,2344245,39115
jharkhand,,8077,2019,2,11813006,21079454312.56851,2680159,103275
jharkhand,,8078,2019,3,15944483,23997376549.448486,3022018,147954
jharkhand,,8079,2019,4,20545968,31768782167.634148,3396614,175728
jharkhand,,8080,2020,1,20690673,38005984652.31631,3782690,208858
jharkhand,,8081,2020,2,22126359,41175811278.05409,4198053,223796
jharkhand,,8082,2020,3,31367125,59164756770.200226,4625467,268769
jharkhand,,8083,2020,4,43790272,80715425964.23326,5079848,344805
jharkhand,,8084,2021,1,52349920,96054296641.15721,5505298,414090
jharkhand,,8085,2021,2,65088355,122250011704.13626,5909431,450674
jharkhand,,8086,2021,3,85440030,143139149140.78366,6377290,512007
jharkhand,,8087,2021,4,100429690,168572076881.3144,6872363,571098
jharkhand,,8088,2022,1,130487443,222356236530.36456,7352042,638840
jharkhand,,8089,2022,2,158327616,259653640097.40186,7783514,682752
jharkhand,,8090,2022,3,184873084,273793546041.3701,8271861,717981
jharkhand,,8091,2022,4,213455622,317476716109.8493,8761666,747878
jharkhand,,8092,2023,1,242977596,367883618513.0067,9222109,732754
jharkhand,,8093,2023,2,292499192,422886248541.147,9650559,745398
jharkhand,,8094,2023,3,321102668,419546015678.4694,10115548,766786
jharkhand,,8095,2023,4,379383888,501952800000.8065,10617881,786962
jharkhand,,8096,2024,1,429954770,561811929005.2913,11202660,810224
jharkhand,,8097,2024,2,502445409,621011595298.2496,11765547,838391
jharkhand,,8098,2024,3,522434285,608392838021.0088,12330147,866641
jharkhand,,8099,2024,4,586522767,702617568253.4089,12847879,894994
jharkhand,,8100,2025,1,599394968,738251651951.271,13390825,920006
jharkhand,,8101,2025,2,665832499,788657303063.193,13882870,945687
jharkhand,,8102,2025,3,695043900,751683222013.4165,14421897,973596
jharkhand,,8103,2025,4,739371210,826388939131.4963,14935840,1007283
jharkhand,,8104,2026,1,764591317,875924845949.5278,15393721,1030825
jharkhand,,8105,2026,2,815309961,908972692433.1243,15790280,1055747
karnataka,,8072,2018,1,11259403,17637623160.251854,3901200,11162
karnataka,,8073,2018,2,16008698,30747418632.821686,5226252,18604
karnataka,,8074,2018,3,23401492,43888971406.79382,6536115,65096
karnataka,,8075,2018,4,42808188,67783584568.181816,8476930,230749
karnataka,,8076,2019,1,84657050,114709621136.2433,10393952,386773
karnataka,,8077,2019,2,119618345,168764960519.15936,12052561,596683
karnataka,,8078,2019,3,179767497,222928023150.4122,13733198,786775
karnataka,,8079,2019,4,246189422,306446917780.66754,15440057,938176
karnataka,,8080,2020,1,278198437,365544124508.5454,17044952,1076061
karnataka,,8081,2020,2,212551929,323323995220.1348,18659833,1155989
karnataka,,8082,2020,3,300996207,475946166041.82654,20469767,1360600
karnataka,,8083,2020,4,428937584,656829679389.3723,22376108,1559103
karnataka,,8084,2021,1,521967299,752831794629.573,24058436,1724839
karnataka,,8085,2021,2,527810680,831158630288.7233,25647896,1777995
karnataka,,8086,2021,3,746649773,1121937537110.1548,27447523,1911755
karnataka,,8087,2021,4,801331486,1182460315270.1006,29180661,2036736
karnataka,,8088,2022,1,1035726006,1526632375838.833,30809500,2174104
karnataka,,8089,2022,2,1261631220,1828098602933.223,32374488,2291533
karnataka,,8090,2022,3,1499846853,2033196715924.187,33953647,2383894
karnataka,,8091,2022,4,1636914664,2207804195613.2246,35452134,2456318
karnataka,,8092,2023,1,1832273719,2470385672596.304,36773789,2448968
karnataka,,8093,2023,2,2052780671,2779793686048.242,38043386,2486882
karnataka,,8094,2023,3,2357608666,2985013622701.8813,39411658,2549956
karnataka,,8095,2023,4,2550471370,3249475283077.739,40600790,2616609
karnataka,,8096,2024,1,2786714019,3491284543661.434,41888288,2702444
karnataka,,8097,2024,2,3029221824,3786672027453.246,43157465,2776153
karnataka,,8098,2024,3,3259303462,3911831838299.791,44350489,2853759
karnataka,,8099,2024,4,3457573836,4158667439552.8296,45668243,2925825
karnataka,,8100,2025,1,3729923285,4428287746523.693,46870457,2990287
karnataka,,8101,2025,2,3730080830,4479122979444.309,48100388,3049279
karnataka,,8102,2025,3,3852915704,4385483377903.0444,49293465,3108462
karnataka,,8103,2025,4,4064289183,4658806848239.615,50339561,3182349
karnataka,,8104,2026,1,4228148988,4953796605453.972,51308731,3241683
karnataka,,8105,2026,2,4491711923,5292341222754.296,52534800,3305459
kerala,,8072,2018,1,1825372,2419982815.1613374,776998,3
kerala,,8073,2018,2,2318135,3784132744.6722517,1053063,8
kerala,,8074,2018,3,3089723,5223931290.203843,1311720,97
kerala,,8075,2018,4,4444604,7775997131.858362,1712592,172
kerala,,8076,2019,1,6612793,10360769392.460655,2073323,6922
kerala,,8077,2019,2,7662538,13417623455.490543,2457611,36394
kerala,,8078,2019,3,9633567,17115421520.797838,2881087,55423
kerala,,8079,2019,4,12974136,22014232923.56272,3357041,69452
kerala,,8080,2020,1,15435048,25568200637.84075,3898086,83256
kerala,,8081,2020,2,15681152,22928754785.609818,4520490,91350
kerala,,8082,2020,3,22302087,39547903350.2505,5337146,113135
kerala,,8083,2020,4,34407413,57569923779.03198,6108425,168782
kerala,,8084,2021,1,43831729,71423214754.64795,6650208,233096
kerala,,8085,2021,2,49530478,76654377740.94525,7167573,257555
kerala,,8086,2021,3,66171196,105680340079.37677,7726125,341400
kerala,,8087,2021,4,74793487,111505022241.01321,8323308,474428
kerala,,8088,2022,1,96434007,139999474580.00208,8855141,572466
kerala,,8089,2022,2,109257505,155452076681.6139,9344928,632138
kerala,,8090,2022,3,133133217,179785817262.17734,9864268,684116
kerala,,8091,2022,4,145153196,188993126385.9121,10342101,727331
kerala,,8092,2023,1,148764769,194875581991.6593,10759741,749862
kerala,,8093,2023,2,157861037,209357724479.30676,11135396,763613
kerala,,8094,2023,3,171587063,220873954649.31503,11534779,788966
kerala,,8095,2023,4,181170722,226951463919.4792,11984795,817185
kerala,,8096,2024,1,182097703,228424493895.03046,12400955,847785
kerala,,8097,2024,2,195529557,242690651335.99054,12860951,876516
kerala,,8098,2024,3,215505960,258924474745.4031,13360448,908337
kerala,,8099,2024,4,233271669,274488300829.11725,13798127,940307
kerala,,8100,2025,1,247777357,291529845374.05835,14209056,969176
kerala,,8101,2025,2,237505468,282921500230.21344,14603026,995224
kerala,,8102,2025,3,260965876,301251443344.1678,15022652,1020975
kerala,,8103,2025,4,281159658,316856950664.97546,15459282,1050542
kerala,,8104,2026,1,284616383,327358436194.98,15839220,1070637
kerala,,8105,2026,2,294649816,335501492227.256,16304760,1091604
ladakh,,8072,2018,1,7733,15241000.350078736,14795,
ladakh,,8073,2018,2,18412,56386931.460005626,21011,
ladakh,,8074,2018,3,30349,97489777.85152242,27274,
ladakh,,8075,2018,4,44498,157126695.5508374,35989,3
ladakh,,8076,2019,1,60270,187343278.23590055,44058,12
ladakh,,8077,2019,2,103394,370592586.9056551,51485,30
ladakh,,8078,2019,3,121018,472038870.3422937,56993,47
ladakh,,8079,2019,4,113210,464502753.7020103,62146,64
ladakh,,8080,2020,1,149508,528768954.05518544,68423,71
ladakh,,8081,2020,2,196402,704881827.1637564,74807,79
ladakh,,8082,2020,3,291625,1137269183.6259084,81517,89
ladakh,,8083,2020,4,400254,1364250617.5120263,89518,109
ladakh,,8084,2021,1,400146,1350829015.2245107,96146,257
ladakh,,8085,2021,2,650578,2108362311.0630236,102914,504
ladakh,,8086,2021,3,929963,3194633089.416123,109859,561
ladakh,,8087,2021,4,857639,2662955792.650712,117697,612
ladakh,,8088,2022,1,991962,2920273909.8131056,125119,683
ladakh,,8089,2022,2,1690971,4971962008.286831,131845,785
ladakh,,8090,2022,3,2078286,5792916606.523451,138524,856
ladakh,,8091,2022,4,1936688,4657431512.900627,146028,891
ladakh,,8092,2023,1,1882925,4287184387.0438447,152636,899
ladakh,,8093,2023,2,3396028,7790389777.205618,158956,922
ladakh,,8094,2023,3,4065626,8966210701.853298,164962,972
ladakh,,8095,2023,4,3523487,7515335519.66155,173131,1038
ladakh,,8096,2024,1,3253441,6588273640.862362,180765,1091
ladakh,,8097,2024,2,5691939,10732962147.415825,190668,1640
ladakh,,8098,2024,3,6963228,12732979334.10912,199266,2060
ladakh,,8099,2024,4,5732422,10928747032.72503,206450,2363
ladakh,,8100,2025,1,4829929,8573236123.000704,213189,2454
ladakh,,8101,2025,2,7653712,12456512178.718197,219995,2479
ladakh,,8102,2025,3,8782266,14123088628.170713,225152,2530
ladakh,,8103,2025,4,6343728,11502761378.19001,231656,2624
ladakh,,8104,2026,1,5780356,9734397006.12715,237706,2639
ladakh,,8105,2026,2,9257425,15460287202.182652,250921,2676
lakshadweep,,8072,2018,1,1124,3053772.2105995324,862,
lakshadweep,,8073,2018,2,2875,8629831.452342758,1172,
lakshadweep,,8074,2018,3,2676,7647500.449565986,1491,
lakshadweep,,8075,2018,4,3019,9506907.55399945,1903,
lakshadweep,,8076,2019,1,4622,15684901.402080331,2320,
lakshadweep,,8077,2019,2,5608,16590874.568089645,2763,
lakshadweep,,8078,2019,3,5310,16856067.000797197,3275,1
lakshadweep,,8079,2019,4,6097,19723480.776782963,3708,1
lakshadweep,,8080,2020,1,8729,26322589.50098286,4140,2
lakshadweep,,8081,2020,2,11502,30917214.412092242,4578,3
lakshadweep,,8082,2020,3,13906,37809773.97093214,5137,4
lakshadweep,,8083,2020,4,17672,47628614.570741504,5775,7
lakshadweep,,8084,2021,1,16065,49159946.33657811,6336,10
lakshadweep,,8085,2021,2,20788,49741657.90632099,6816,12
lakshadweep,,8086,2021,3,24627,71786359.45006213,7374,16
lakshadweep,,8087,2021,4,25317,80761077.71397853,7965,19
lakshadweep,,8088,2022,1,30348,100573065.28366517,8435,23
lakshadweep,,8089,2022,2,33079,98136938.13431954,8885,27
lakshadweep,,8090,2022,3,34974,100075631.86162713,9374,31
lakshadweep,,8091,2022,4,37014,107487767.57716052,9808,34
lakshadweep,,8092,2023,1,43520,120064282.06789017,10183,34
lakshadweep,,8093,2023,2,50557,135198933.54788214,10584,34
lakshadweep,,8094,2023,3,61690,127653819.3961912,11059,34
lakshadweep,,8095,2023,4,96514,176451021.5524603,11676,36
lakshadweep,,8096,2024,1,120325,194003286.42437226,12330,56
lakshadweep,,8097,2024,2,161844,213925009.20390275,13251,121
lakshadweep,,8098,2024,3,183660,214944305.44486734,14065,183
lakshadweep,,8099,2024,4,228820,279685503.6960153,14725,226
lakshadweep,,8100,2025,1,286444,330371406.7975748,15368,271
lakshadweep,,8101,2025,2,282186,285436602.3281379,15987,305
lakshadweep,,8102,2025,3,295580,269362417.0022364,16553,330
lakshadweep,,8103,2025,4,326937,328386753.1594286,17251,369
lakshadweep,,8104,2026,1,351993,352164967.7721263,17882,369
lakshadweep,,8105,2026,2,371196,370577513.7308949,18419,374
madhya pradesh,,8072,2018,1,8614129,9240858109.528643,2501837,8
madhya pradesh,,8073,2018,2,11249274,16791412396.439934,3390239,23
madhya pradesh,,8074,2018,3,18062698,25331787718.834587,4233736,76
madhya pradesh,,8075,2018,4,22807607,35619617648.65941,5311159,498
madhya pradesh,,8076,2019,1,38928866,49298676966.62583,6383958,66408
madhya pradesh,,8077,2019,2,41244464,67755802214.78655,7278165,225653
madhya pradesh,,8078,2019,3,54896351,79071968085.57455,8231531,358087
madhya pradesh,,8079,2019,4,71003068,108819575634.9737,9219787,440884
madhya pradesh,,8080,2020,1,80393376,128103419316.96422,10260896,513846
madhya pradesh,,8081,2020,2,75708003,145115611014.9742,11514232,550154
madhya pradesh,,8082,2020,3,105895534,198051918982.3343,12744642,654441
madhya pradesh,,8083,2020,4,147699496,269845055092.3077,13925932,839834
madhya pradesh,,8084,2021,1,187447068,319696045419.14996,15131202,1038097
madhya pradesh,,8085,2021,2,203308974,393063852579.44696,16251687,1117867
madhya pradesh,,8086,2021,3,286544938,471043596822.1968,17570524,1314899
madhya pradesh,,8087,2021,4,321167679,527428491137.57495,18846562,1523277
madhya pradesh,,8088,2022,1,418657344,670680907516.0426,20115633,1697225
madhya pradesh,,8089,2022,2,490063972,789356451377.2751,21283425,1812068
madhya pradesh,,8090,2022,3,564992533,805308274469.1998,22575200,1923099
madhya pradesh,,8091,2022,4,640668697,939572408725.7617,23793582,2040575
madhya pradesh,,8092,2023,1,730638617,1058319171944.054,24981019,2083024
madhya pradesh,,8093,2023,2,843782510,1197411249860.0825,26193021,2142311
madhya pradesh,,8094,2023,3,974634662,1234399612492.1458,27512164,2210798
madhya pradesh,,8095,2023,4,1098779303,1426823070181.1738,28703519,2279592
madhya pradesh,,8096,2024,1,1283443129,1626171196855.5493,30087710,2371698
madhya pradesh,,8097,2024,2,1432136665,1777347668076.4536,31399806,2466722
madhya pradesh,,8098,2024,3,1534489500,1759428066717.689,32634553,2568230
madhya pradesh,,8099,2024,4,1681877662,2001212724870.6377,33718050,2674535
madhya pradesh,,8100,2025,1,1723435663,2033055917651.601,34868747,2763468
madhya pradesh,,8101,2025,2,1837319230,2168370196643.178,35961457,2838187
madhya pradesh,,8102,2025,3,1980337761,2098642107160.6836,37166358,2916083
madhya pradesh,,8103,2025,4,2101082439,2331864870681.1763,38249438,3018653
madhya pradesh,,8104,2026,1,2186611174,2424177486736.081,39250624,3081980
madhya pradesh,,8105,2026,2,2283838085,2568376073176.965,40093377,3144386
maharashtra,,8072,2018,1,15771297,20616284599.60267,6133954,1643
maharashtra,,8073,2018,2,21707384,34569981679.03545,8236836,6629
maharashtra,,8074,2018,3,30786153,50334957437.10378,10390459,38653
maharashtra,,8075,2018,4,45715147,76570396171.72795,13355155,229210
maharashtra,,8076,2019,1,73874732,107583453017.91046,16274312,698175
maharashtra,,8077,2019,2,99331337,147421594256.61255,18737804,1019256
maharashtra,,8078,2019,3,148759948,194352348539.17316,21322044,1309633
maharashtra,,8079,2019,4,196478271,260156648249.87997,23734339,1597195
maharashtra,,8080,2020,1,233758463,308295755638.30304,26163809,1861784
maharashtra,,8081,2020,2,180429884,281354616792.98035,28790127,1925780
maharashtra,,8082,2020,3,259184002,417445438172.2079,31432433,2160587
maharashtra,,8083,2020,4,397059155,598117839589.4216,34404572,2544284
maharashtra,,8084,2021,1,488141386,712800108227.8447,36994904,2884303
maharashtra,,8085,2021,2,533231187,829232878614.5254,39429859,3023504
maharashtra,,8086,2021,3,734586580,1040338295534.0461,42170156,3290552
maharashtra,,8087,2021,4,821255563,1161752565942.6445,44928344,3607998
maharashtra,,8088,2022,1,1069812670,1484934108466.9033,47511322,3932588
maharashtra,,8089,2022,2,1272760072,1740994209212.3047,49858004,4180983
maharashtra,,8090,2022,3,1481906141,1915987311841.3394,52289467,4352350
maharashtra,,8091,2022,4,1659335577,2150909817409.1558,54629272,4508736
maharashtra,,8092,2023,1,1843209645,2363317566724.5234,56723036,4522908
maharashtra,,8093,2023,2,2058432368,2604704587837.528,58661548,4608963
maharashtra,,8094,2023,3,2288748568,2753519460899.4004,60617867,4734743
maharashtra,,8095,2023,4,2568566942,3105786845149.348,62581750,4866495
maharashtra,,8096,2024,1,2831435504,3382002942775.5654,64700862,5039829
maharashtra,,8097,2024,2,3056537192,3575026518542.9116,66770730,5168187
maharashtra,,8098,2024,3,3286087251,3690379263272.1494,69582864,5298716
maharashtra,,8099,2024,4,3634900999,4152526918695.738,72020866,5428259
maharashtra,,8100,2025,1,3904534550,4335348832646.413,74177131,5550838
maharashtra,,8101,2025,2,4035923246,4459847561600.475,76247239,5653784
maharashtra,,8102,2025,3,4306180488,4500210515384.953,78365134,5758748
maharashtra,,8103,2025,4,4618105060,4956544899176.127,80321622,5890201
maharashtra,,8104,2026,1,4829477429,5179476090387.984,82017557,6005973
maharashtra,,8105,2026,2,5064451991,5465176553156.582,84075442,6113793
manipur,,8072,2018,1,104908,152517177.2974037,35579,
manipur,,8073,2018,2,184930,296675858.0878379,54326,
manipur,,8074,2018,3,219782,436231935.4022121,71019,
manipur,,8075,2018,4,285294,690125762.2015524,93713,3
manipur,,8076,2019,1,322920,790454446.3704455,112463,59
manipur,,8077,2019,2,367371,985994013.9163172,130880,165
manipur,,8078,2019,3,412093,1155501039.9430437,150811,269
manipur,,8079,2019,4,511743,1456426016.7193756,170399,358
manipur,,8080,2020,1,606999,1627281632.673866,193166,441
manipur,,8081,2020,2,879294,2154620599.909894,232085,523
manipur,,8082,2020,3,1043328,2794156258.2445955,275979,557
manipur,,8083,2020,4,1186202,3644196614.1382523,306249,638
manipur,,8084,2021,1,1151135,3880846919.5235186,326912,714
manipur,,8085,2021,2,1435977,4129039191.3406844,346378,988
manipur,,8086,2021,3,1772255,5444167085.189641,367233,1154
manipur,,8087,2021,4,1782570,5545169786.397645,388184,1356
manipur,,8088,2022,1,2257271,6964838004.509034,406492,1592
manipur,,8089,2022,2,2451327,7208227925.014736,426522,1799
manipur,,8090,2022,3,2976452,8100189981.03102,448114,1996
manipur,,8091,2022,4,3217150,8403643887.5143385,467306,2742
manipur,,8092,2023,1,3435277,8751539696.43811,486209,5900
manipur,,8093,2023,2,1700053,4552576250.751693,496881,6848
manipur,,8094,2023,3,904737,3670828688.5792255,506910,6862
manipur,,8095,2023,4,2203468,6907044662.760012,528770,7555
manipur,,8096,2024,1,3974022,9381643367.636852,564185,10474
manipur,,8097,2024,2,5268375,11040117731.12242,603425,12042
manipur,,8098,2024,3,5806055,11771760861.082079,644220,14222
manipur,,8099,2024,4,5798310,12139401338.364204,668293,16334
manipur,,8100,2025,1,7775142,14315138066.16877,694042,18944
manipur,,8101,2025,2,8600635,14869751104.220009,719620,21382
manipur,,8102,2025,3,9804471,16224673451.813852,749966,25620
manipur,,8103,2025,4,9815029,16462749477.20841,783532,29734
manipur,,8104,2026,1,10234367,17003536000.669716,814173,32712
manipur,,8105,2026,2,10459691,16979159239.826668,854036,34456
meghalaya,,8072,2018,1,57738,76092836.20456234,22306,
meghalaya,,8073,2018,2,79675,131316474.46133497,31651,
meghalaya,,8074,2018,3,123884,233167830.81494468,42882,
meghalaya,,8075,2018,4,182356,368078549.99460316,56903,3
meghalaya,,8076,2019,1,233798,446378841.01343787,69850,28
meghalaya,,8077,2019,2,280284,589604772.2250164,83645,90
meghalaya,,8078,2019,3,326183,724948653.2435663,98774,145
meghalaya,,8079,2019,4,373215,841717696.7390778,112925,199
meghalaya,,8080,2020,1,440231,985286898.5929303,129019,251
meghalaya,,8081,2020,2,628610,1103805615.6365817,152632,295
meghalaya,,8082,2020,3,692059,1513957555.3695621,176427,308
meghalaya,,8083,2020,4,836361,2026601308.7769709,197575,383
meghalaya,,8084,2021,1,895045,2367708528.6778736,213559,720
meghalaya,,8085,2021,2,1126432,2534515849.849267,230094,1115
meghalaya,,8086,2021,3,1354216,3204114778.4993167,247942,1444
meghalaya,,8087,2021,4,1558644,3952050835.0893,267949,2117
meghalaya,,8088,2022,1,2011337,5366114455.583481,287587,3093
meghalaya,,8089,2022,2,2495929,6101621809.718108,307758,3790
meghalaya,,8090,2022,3,3224648,7207201086.186328,330639,4307
meghalaya,,8091,2022,4,3625736,8280326984.293905,352648,5034
meghalaya,,8092,2023,1,4171750,9672439462.99083,373661,6230
meghalaya,,8093,2023,2,5103808,10680548971.431965,394558,6637
meghalaya,,8094,2023,3,5927576,11034725792.028677,419409,7310
meghalaya,,8095,2023,4,7120043,13509073095.121254,450369,7883
meghalaya,,8096,2024,1,8252199,14955862694.89056,488538,8557
meghalaya,,8097,2024,2,10990422,16079921304.581762,536952,9226
meghalaya,,8098,2024,3,12096435,16187154478.952517,582628,10529
meghalaya,,8099,2024,4,13993116,19537014744.836548,611334,11765
meghalaya,,8100,2025,1,15566407,21882492467.99372,640474,12654
meghalaya,,8101,2025,2,17304246,21913728757.238136,670920,13470
meghalaya,,8102,2025,3,19876141,25631760302.720753,704327,14795
meghalaya,,8103,2025,4,19837650,25907174026.51288,742750,16581
meghalaya,,8104,2026,1,19926435,23441855945.13065,778471,17977
meghalaya,,8105,2026,2,22400813,24333710508.62982,821275,21772
mizoram,,8072,2018,1,22181,53160735.45542757,9312,
mizoram,,8073,2018,2,31560,94300176.91130026,12467,
mizoram,,8074,2018,3,45614,129714622.12975365,16728,
mizoram,,8075,2018,4,66234,213839671.52367637,22190,
mizoram,,8076,2019,1,85219,256961523.2200399,27134,8
mizoram,,8077,2019,2,100958,321899390.5114357,32162,21
mizoram,,8078,2019,3,114147,356730288.3142443,38565,48
mizoram,,8079,2019,4,144316,463491574.6950983,44755,63
mizoram,,8080,2020,1,179537,512023794.8715464,52556,82
mizoram,,8081,2020,2,227158,577686076.9074495,62148,98
mizoram,,8082,2020,3,282613,817121389.324712,75962,101
mizoram,,8083,2020,4,352855,1096221440.2761316,87194,116
mizoram,,8084,2021,1,384386,1265644701.42484,94488,126
mizoram,,8085,2021,2,469489,1293398978.7225688,101851,142
mizoram,,8086,2021,3,555934,1666750165.8631315,109595,176
mizoram,,8087,2021,4,565002,1762778939.6199198,116803,211
mizoram,,8088,2022,1,676714,2163424217.0168552,123574,253
mizoram,,8089,2022,2,735958,2227243030.2535167,130454,289
mizoram,,8090,2022,3,872923,2421358158.8989,138370,349
mizoram,,8091,2022,4,1018730,2778304892.2491627,146161,988
mizoram,,8092,2023,1,1116672,3027223071.995682,153259,1784
mizoram,,8093,2023,2,1286147,3263852337.1969995,160684,2544
mizoram,,8094,2023,3,1371224,3167055400.83658,169046,3510
mizoram,,8095,2023,4,1576249,3621619372.125742,179480,4699
mizoram,,8096,2024,1,1688924,3701436431.5462136,194379,6017
mizoram,,8097,2024,2,2072275,3870351855.01451,213479,7999
mizoram,,8098,2024,3,2395117,3942297215.9296303,246580,11489
mizoram,,8099,2024,4,2686856,4470132241.848989,258269,13962
mizoram,,8100,2025,1,3214911,4988579857.496769,270295,16138
mizoram,,8101,2025,2,3398805,4779116210.284388,282032,17514
mizoram,,8102,2025,3,3951837,5101955955.165985,295734,19563
mizoram,,8103,2025,4,4103095,5608639114.970993,312483,21331
mizoram,,8104,2026,1,4151140,5847542175.098959,327659,22918
mizoram,,8105,2026,2,4630626,6078019513.264366,349070,24387
